Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0267,Ejiro Mendoza,Feb-25,26,Rivers,Mobile SIM Card,Female,5,Excellent,60,16.5GB+10mins Monthly Plan,6500,2,13000,57.56,No,
CUST0268,Michael Peterson,Feb-25,45,Abuja (FCT),5G Broadband Router,Male,1,Poor,24,450GB 3-Month Broadband Plan,75000,13,975000,70.95,No,
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,5G Broadband Router,Male,1,Poor,48,60GB Monthly Broadband Plan,14500,7,101500,121.47,No,
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,4G Router,Male,1,Poor,48,165GB Monthly Plan,35000,19,665000,185.98,No,
CUST0269,Tamuno Diaz,Jan-25,41,Bauchi,Mobile SIM Card,Male,1,Poor,48,2.5GB 2-Day Plan,900,14,12600,52.59,No,
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,5G Broadband Router,Female,5,Excellent,22,450GB 3-Month Broadband Plan,75000,8,600000,112.85,No,
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,Mobile SIM Card,Female,5,Excellent,22,7GB Monthly Plan,3500,15,52500,192.27,No,
CUST0270,Michael Rodriguez,Jan-25,29,Kaduna,Mobile SIM Card,Female,5,Excellent,22,165GB Monthly Plan,35000,1,35000,179.36,No,
CUST0271,John Benson,Feb-25,30,Edo,5G Broadband Router,Male,2,Fair,25,30GB Monthly Broadband Plan,9000,9,81000,140.31,No,
CUST0271,John Benson,Feb-25,30,Edo,Mobile SIM Card,Male,2,Fair,25,500MB Daily Plan,350,13,4550,57.81,No,
CUST0272,Tega Cooper,Mar-25,25,Enugu,Mobile SIM Card,Female,2,Fair,21,10GB+10mins Monthly Plan,4500,7,31500,100.05,No,
CUST0272,Tega Cooper,Mar-25,25,Enugu,5G Broadband Router,Female,2,Fair,21,60GB Monthly Broadband Plan,14500,9,130500,147.22,No,
CUST0273,Fatima Lewis,Mar-25,45,Benue,Broadband MiFi,Male,2,Fair,54,60GB Monthly Broadband Plan,14500,18,261000,122.96,No,
CUST0274,Bola Duffy,Mar-25,77,Gombe,5G Broadband Router,Female,4,Very Good,32,300GB FUP Monthly Unlimited,30000,14,420000,11.3,Yes,Better Offers from Competitors
CUST0274,Bola Duffy,Mar-25,77,Gombe,Mobile SIM Card,Female,4,Very Good,32,165GB Monthly Plan,35000,2,70000,187.96,Yes,Better Offers from Competitors
CUST0274,Bola Duffy,Mar-25,77,Gombe,Broadband MiFi,Female,4,Very Good,32,120GB Monthly Broadband Plan,24000,6,144000,69.78,Yes,Better Offers from Competitors
CUST0275,Zina Gallegos,Jan-25,31,Bauchi,Broadband MiFi,Female,1,Poor,21,300GB FUP Monthly Unlimited,30000,9,270000,122.75,No,
CUST0275,Zina Gallegos,Jan-25,31,Bauchi,Mobile SIM Card,Female,1,Poor,21,10GB+10mins Monthly Plan,4500,8,36000,109.94,No,
CUST0276,Zainab Rogers,Feb-25,76,Bayelsa,5G Broadband Router,Female,4,Very Good,12,120GB Monthly Broadband Plan,24000,19,456000,90.42,Yes,High Call Tarriffs
CUST0276,Zainab Rogers,Feb-25,76,Bayelsa,4G Router,Female,4,Very Good,12,10GB+10mins Monthly Plan,4500,8,36000,195.86,Yes,High Call Tarriffs
CUST0277,Ngozi Dunn,Feb-25,50,Imo,Mobile SIM Card,Female,2,Fair,55,2.5GB 2-Day Plan,900,16,14400,35.73,Yes,High Call Tarriffs
CUST0278,Amaka Johnson,Jan-25,56,Yobe,4G Router,Female,4,Very Good,17,25GB Monthly Plan,9000,4,36000,95.57,Yes,Poor Customer Service
CUST0279,Alabo Carlson,Mar-25,58,Edo,Mobile SIM Card,Female,3,Good,24,10GB+10mins Monthly Plan,4500,10,45000,195.88,Yes,Poor Network
CUST0279,Alabo Carlson,Mar-25,58,Edo,5G Broadband Router,Female,3,Good,24,200GB Monthly Broadband Plan,25000,17,425000,65.36,Yes,Poor Network
CUST0280,Grace Brock,Mar-25,73,Katsina,4G Router,Female,4,Very Good,40,25GB Monthly Plan,9000,20,180000,84.65,No,
CUST0281,Tamuno Ortiz,Feb-25,25,Katsina,5G Broadband Router,Male,3,Good,22,450GB 3-Month Broadband Plan,75000,15,1125000,54.61,No,
CUST0281,Tamuno Ortiz,Feb-25,25,Katsina,Mobile SIM Card,Male,3,Good,22,7GB Monthly Plan,3500,17,59500,149.71,No,
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),5G Broadband Router,Male,2,Fair,55,60GB Monthly Broadband Plan,14500,4,58000,33.8,No,
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),Mobile SIM Card,Male,2,Fair,55,3.2GB 2-Day Plan,1000,16,16000,13.23,No,
CUST0282,Alabo Chavez,Jan-25,68,Abuja (FCT),Broadband MiFi,Male,2,Fair,55,120GB Monthly Broadband Plan,24000,13,312000,11.24,No,
CUST0283,Sarah Ballard,Feb-25,26,Anambra,5G Broadband Router,Female,1,Poor,40,60GB Monthly Broadband Plan,14500,15,217500,147.65,No,
CUST0283,Sarah Ballard,Feb-25,26,Anambra,Broadband MiFi,Female,1,Poor,40,150GB FUP Monthly Unlimited,20000,6,120000,26.69,No,
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,5G Broadband Router,Female,4,Very Good,56,300GB FUP Monthly Unlimited,30000,18,540000,193.92,No,
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,Mobile SIM Card,Female,4,Very Good,56,1.5GB 2-Day Plan,600,15,9000,118.37,No,
CUST0284,Funke Shaffer,Feb-25,20,Ekiti,4G Router,Female,4,Very Good,56,165GB Monthly Plan,35000,18,630000,104.93,No,
CUST0285,Maryam Gates,Jan-25,60,Taraba,5G Broadband Router,Male,4,Very Good,52,120GB Monthly Broadband Plan,24000,17,408000,2.61,No,
CUST0285,Maryam Gates,Jan-25,60,Taraba,Broadband MiFi,Male,4,Very Good,52,150GB FUP Monthly Unlimited,20000,16,320000,69.11,No,
CUST0286,David George,Jan-25,17,Yobe,4G Router,Female,4,Very Good,20,10GB+10mins Monthly Plan,4500,18,81000,82.64,No,
CUST0286,David George,Jan-25,17,Yobe,Mobile SIM Card,Female,4,Very Good,20,12.5GB Monthly Plan,5500,6,33000,79.25,No,
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,5G Broadband Router,Female,2,Fair,6,450GB 3-Month Broadband Plan,75000,3,225000,38.01,No,
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,4G Router,Female,2,Fair,6,10GB+10mins Monthly Plan,4500,4,18000,27.76,No,
CUST0287,Omamuzo Rivera,Feb-25,64,Osun,Mobile SIM Card,Female,2,Fair,6,12.5GB Monthly Plan,5500,9,49500,123.74,No,
CUST0288,Grace Chaney,Jan-25,40,Niger,5G Broadband Router,Male,5,Excellent,10,1.5TB Yearly Broadband Plan,150000,8,1200000,145.56,Yes,Poor Network
CUST0288,Grace Chaney,Jan-25,40,Niger,Broadband MiFi,Male,5,Excellent,10,30GB Monthly Broadband Plan,9000,16,144000,30.56,Yes,Poor Network
CUST0289,Fatima Wheeler,Feb-25,59,Kogi,5G Broadband Router,Female,3,Good,51,150GB FUP Monthly Unlimited,20000,5,100000,168.79,No,
CUST0290,Sade Ryan,Feb-25,50,Kebbi,Mobile SIM Card,Male,2,Fair,35,3.2GB 2-Day Plan,1000,8,8000,194.93,Yes,Better Offers from Competitors
CUST0290,Sade Ryan,Feb-25,50,Kebbi,Broadband MiFi,Male,2,Fair,35,60GB Monthly Broadband Plan,14500,15,217500,154.36,Yes,Better Offers from Competitors
CUST0291,Halima Mahoney,Jan-25,20,Benue,Mobile SIM Card,Female,5,Excellent,48,20GB Monthly Plan,7500,10,75000,136.45,No,
CUST0292,Ese Rose,Feb-25,36,Rivers,4G Router,Male,3,Good,17,165GB Monthly Plan,35000,6,210000,65.24,Yes,Poor Network
CUST0292,Ese Rose,Feb-25,36,Rivers,Broadband MiFi,Male,3,Good,17,300GB FUP Monthly Unlimited,30000,13,390000,117.15,Yes,Poor Network
CUST0292,Ese Rose,Feb-25,36,Rivers,5G Broadband Router,Male,3,Good,17,60GB Monthly Broadband Plan,14500,2,29000,2.28,Yes,Poor Network
CUST0293,John Jones,Feb-25,35,Gombe,Broadband MiFi,Male,4,Very Good,16,300GB FUP Monthly Unlimited,30000,18,540000,129.09,Yes,Relocation
CUST0293,John Jones,Feb-25,35,Gombe,Mobile SIM Card,Male,4,Very Good,16,3.2GB 2-Day Plan,1000,8,8000,25.6,Yes,Relocation
CUST0294,Ese Bailey,Feb-25,60,Nasarawa,Broadband MiFi,Male,3,Good,2,60GB Monthly Broadband Plan,14500,18,261000,112.03,No,
CUST0294,Ese Bailey,Feb-25,60,Nasarawa,4G Router,Male,3,Good,2,165GB Monthly Plan,35000,6,210000,38.36,No,
CUST0295,David Higgins,Feb-25,60,Niger,5G Broadband Router,Female,1,Poor,18,200GB Monthly Broadband Plan,25000,17,425000,91.09,No,
CUST0295,David Higgins,Feb-25,60,Niger,4G Router,Female,1,Poor,18,165GB Monthly Plan,35000,1,35000,146.86,No,
CUST0296,Ejiro Scott,Feb-25,46,Niger,4G Router,Male,2,Fair,43,25GB Monthly Plan,9000,11,99000,64.86,No,
CUST0296,Ejiro Scott,Feb-25,46,Niger,5G Broadband Router,Male,2,Fair,43,150GB FUP Monthly Unlimited,20000,3,60000,19.7,No,
CUST0297,Bola Spencer,Jan-25,32,Enugu,Mobile SIM Card,Male,4,Very Good,13,16.5GB+10mins Monthly Plan,6500,19,123500,124.98,Yes,Poor Network
CUST0297,Bola Spencer,Jan-25,32,Enugu,5G Broadband Router,Male,4,Very Good,13,120GB Monthly Broadband Plan,24000,8,192000,10.29,Yes,Poor Network
CUST0297,Bola Spencer,Jan-25,32,Enugu,4G Router,Male,4,Very Good,13,65GB Monthly Plan,16000,7,112000,3.11,Yes,Poor Network
CUST0298,Grace Davis,Feb-25,26,Sokoto,5G Broadband Router,Male,3,Good,24,30GB Monthly Broadband Plan,9000,10,90000,146.99,No,
CUST0299,Kunle Fuller,Feb-25,43,Bauchi,4G Router,Male,5,Excellent,7,10GB+10mins Monthly Plan,4500,18,81000,111.91,No,
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,Mobile SIM Card,Female,1,Poor,45,1.5GB 2-Day Plan,600,20,12000,107.01,Yes,Poor Customer Service
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,5G Broadband Router,Female,1,Poor,45,1.5TB Yearly Broadband Plan,150000,11,1650000,186.74,Yes,Poor Customer Service
CUST0300,Ibim Wilkerson,Feb-25,29,Ekiti,4G Router,Female,1,Poor,45,25GB Monthly Plan,9000,14,126000,169.05,Yes,Poor Customer Service
CUST0301,Boma Knight,Mar-25,57,Imo,Mobile SIM Card,Male,3,Good,25,2.5GB 2-Day Plan,900,20,18000,196.6,No,
CUST0301,Boma Knight,Mar-25,57,Imo,Broadband MiFi,Male,3,Good,25,30GB Monthly Broadband Plan,9000,10,90000,103.76,No,
CUST0302,Tunde Wallace,Mar-25,54,Osun,5G Broadband Router,Male,1,Poor,55,150GB FUP Monthly Unlimited,20000,12,240000,8.03,No,
CUST0302,Tunde Wallace,Mar-25,54,Osun,Mobile SIM Card,Male,1,Poor,55,1.5GB 2-Day Plan,600,12,7200,28.11,No,
CUST0302,Tunde Wallace,Mar-25,54,Osun,Broadband MiFi,Male,1,Poor,55,120GB Monthly Broadband Plan,24000,9,216000,50.35,No,
CUST0303,Maryam Walker,Jan-25,27,Kebbi,Mobile SIM Card,Male,3,Good,47,3.2GB 2-Day Plan,1000,10,10000,119.25,No,
CUST0304,Bola Castro,Mar-25,64,Katsina,Mobile SIM Card,Male,3,Good,59,500MB Daily Plan,350,20,7000,149.66,No,
CUST0304,Bola Castro,Mar-25,64,Katsina,Broadband MiFi,Male,3,Good,59,30GB Monthly Broadband Plan,9000,13,117000,126.96,No,
CUST0305,Sade Shepard,Feb-25,55,Bauchi,Mobile SIM Card,Male,3,Good,21,65GB Monthly Plan,16000,13,208000,134.89,No,
CUST0306,Alabo Cortez,Mar-25,80,Katsina,Mobile SIM Card,Male,4,Very Good,28,2.5GB 2-Day Plan,900,9,8100,109.86,Yes,Costly Data Plans
CUST0307,Chinedu Hoffman,Feb-25,67,Zamfara,Mobile SIM Card,Female,2,Fair,50,20GB Monthly Plan,7500,7,52500,130.62,No,
CUST0308,Sarah Flores,Feb-25,47,Imo,Broadband MiFi,Male,3,Good,18,60GB Monthly Broadband Plan,14500,7,101500,73.37,No,
CUST0308,Sarah Flores,Feb-25,47,Imo,Mobile SIM Card,Male,3,Good,18,7GB Monthly Plan,3500,1,3500,69.23,No,
CUST0308,Sarah Flores,Feb-25,47,Imo,4G Router,Male,3,Good,18,25GB Monthly Plan,9000,12,108000,34.27,No,
CUST0309,Alabo Guerra,Feb-25,34,Nasarawa,Broadband MiFi,Male,2,Fair,60,30GB Monthly Broadband Plan,9000,8,72000,148.05,No,
CUST0310,Obinna Ballard,Jan-25,52,Lagos,5G Broadband Router,Female,3,Good,45,60GB Monthly Broadband Plan,14500,7,101500,148.13,No,
CUST0311,Fatima Freeman,Jan-25,49,Taraba,Broadband MiFi,Male,4,Very Good,45,30GB Monthly Broadband Plan,9000,20,180000,57.16,No,
CUST0311,Fatima Freeman,Jan-25,49,Taraba,4G Router,Male,4,Very Good,45,25GB Monthly Plan,9000,1,9000,11.09,No,
CUST0311,Fatima Freeman,Jan-25,49,Taraba,Mobile SIM Card,Male,4,Very Good,45,3.2GB 2-Day Plan,1000,9,9000,78.03,No,
CUST0312,Ejiro Barker,Feb-25,29,Kano,Broadband MiFi,Female,2,Fair,56,120GB Monthly Broadband Plan,24000,6,144000,106.55,No,
CUST0312,Ejiro Barker,Feb-25,29,Kano,4G Router,Female,2,Fair,56,10GB+10mins Monthly Plan,4500,15,67500,100.38,No,
CUST0312,Ejiro Barker,Feb-25,29,Kano,5G Broadband Router,Female,2,Fair,56,30GB Monthly Broadband Plan,9000,17,153000,8.43,No,
CUST0313,Maryam Hernandez,Feb-25,58,Yobe,5G Broadband Router,Female,1,Poor,48,120GB Monthly Broadband Plan,24000,17,408000,47.62,No,
CUST0313,Maryam Hernandez,Feb-25,58,Yobe,Mobile SIM Card,Female,1,Poor,48,1GB+1.5mins Daily Plan,500,9,4500,162.47,No,
CUST0314,Omamuzo King,Mar-25,19,Akwa Ibom,Mobile SIM Card,Male,4,Very Good,10,500MB Daily Plan,350,19,6650,83.76,No,
CUST0315,Obinna Anderson,Feb-25,70,Abia,4G Router,Female,2,Fair,29,10GB+10mins Monthly Plan,4500,5,22500,86.3,No,
CUST0315,Obinna Anderson,Feb-25,70,Abia,Broadband MiFi,Female,2,Fair,29,120GB Monthly Broadband Plan,24000,11,264000,183.46,No,
CUST0315,Obinna Anderson,Feb-25,70,Abia,Mobile SIM Card,Female,2,Fair,29,3.2GB 2-Day Plan,1000,4,4000,111.69,No,
CUST0316,Shehu Rogers,Mar-25,56,Plateau,Mobile SIM Card,Male,4,Very Good,49,1GB+1.5mins Daily Plan,500,7,3500,30.82,No,
CUST0316,Shehu Rogers,Mar-25,56,Plateau,5G Broadband Router,Male,4,Very Good,49,150GB FUP Monthly Unlimited,20000,1,20000,26.74,No,
CUST0317,Zainab Shaw,Jan-25,45,Osun,4G Router,Male,3,Good,44,165GB Monthly Plan,35000,12,420000,142.55,Yes,Better Offers from Competitors
CUST0317,Zainab Shaw,Jan-25,45,Osun,5G Broadband Router,Male,3,Good,44,300GB FUP Monthly Unlimited,30000,16,480000,170.5,Yes,Better Offers from Competitors
CUST0318,John Martinez,Jan-25,33,Abuja (FCT),5G Broadband Router,Male,4,Very Good,15,450GB 3-Month Broadband Plan,75000,7,525000,44.9,No,
CUST0319,Fatima Powell,Feb-25,24,Enugu,Mobile SIM Card,Female,3,Good,56,20GB Monthly Plan,7500,20,150000,155.35,No,
CUST0320,Omamuzo Perez,Jan-25,56,Kebbi,4G Router,Male,4,Very Good,34,165GB Monthly Plan,35000,2,70000,196.77,No,
CUST0321,Omamuzo Schwartz,Feb-25,22,Benue,Mobile SIM Card,Female,3,Good,29,20GB Monthly Plan,7500,2,15000,59.24,No,
CUST0321,Omamuzo Schwartz,Feb-25,22,Benue,Broadband MiFi,Female,3,Good,29,120GB Monthly Broadband Plan,24000,15,360000,180.78,No,
CUST0322,Alabo Jackson,Feb-25,27,Zamfara,Broadband MiFi,Male,4,Very Good,12,60GB Monthly Broadband Plan,14500,7,101500,118.27,No,
CUST0322,Alabo Jackson,Feb-25,27,Zamfara,Mobile SIM Card,Male,4,Very Good,12,12.5GB Monthly Plan,5500,11,60500,18.49,No,
CUST0323,Amina Nguyen,Feb-25,31,Katsina,4G Router,Male,3,Good,46,165GB Monthly Plan,35000,6,210000,9.26,Yes,High Call Tarriffs
CUST0323,Amina Nguyen,Feb-25,31,Katsina,Mobile SIM Card,Male,3,Good,46,7GB Monthly Plan,3500,5,17500,113.32,Yes,High Call Tarriffs
CUST0324,Amina Taylor,Mar-25,34,Enugu,5G Broadband Router,Male,3,Good,27,300GB FUP Monthly Unlimited,30000,5,150000,23.95,No,
CUST0324,Amina Taylor,Mar-25,34,Enugu,Mobile SIM Card,Male,3,Good,27,500MB Daily Plan,350,9,3150,1.2,No,
CUST0325,Tunde Terry,Jan-25,74,Yobe,4G Router,Female,5,Excellent,35,165GB Monthly Plan,35000,15,525000,91.02,No,
CUST0326,Chinedu Krueger,Feb-25,16,Imo,Mobile SIM Card,Female,1,Poor,40,2.5GB 2-Day Plan,900,20,18000,133.57,Yes,Poor Network
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,4G Router,Male,2,Fair,7,65GB Monthly Plan,16000,10,160000,19.08,Yes,Costly Data Plans
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,Mobile SIM Card,Male,2,Fair,7,7GB Monthly Plan,3500,13,45500,74.03,Yes,Costly Data Plans
CUST0327,Maryam Rhodes,Feb-25,58,Katsina,5G Broadband Router,Male,2,Fair,7,150GB FUP Monthly Unlimited,20000,18,360000,151.81,Yes,Costly Data Plans
CUST0328,Kunle Liu,Mar-25,53,Taraba,4G Router,Male,3,Good,8,65GB Monthly Plan,16000,17,272000,22.31,No,
CUST0328,Kunle Liu,Mar-25,53,Taraba,5G Broadband Router,Male,3,Good,8,150GB FUP Monthly Unlimited,20000,20,400000,96.99,No,
CUST0328,Kunle Liu,Mar-25,53,Taraba,Broadband MiFi,Male,3,Good,8,300GB FUP Monthly Unlimited,30000,11,330000,85.7,No,
CUST0329,Saidu Anderson,Feb-25,61,Borno,4G Router,Female,4,Very Good,34,10GB+10mins Monthly Plan,4500,1,4500,0.82,No,
CUST0329,Saidu Anderson,Feb-25,61,Borno,5G Broadband Router,Female,4,Very Good,34,1.5TB Yearly Broadband Plan,150000,4,600000,125.28,No,
CUST0329,Saidu Anderson,Feb-25,61,Borno,Mobile SIM Card,Female,4,Very Good,34,500MB Daily Plan,350,14,4900,160.01,No,
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,5G Broadband Router,Female,1,Poor,36,120GB Monthly Broadband Plan,24000,18,432000,60.41,No,
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,4G Router,Female,1,Poor,36,25GB Monthly Plan,9000,4,36000,153.52,No,
CUST0330,Ibim Harrison,Feb-25,21,Bayelsa,Broadband MiFi,Female,1,Poor,36,300GB FUP Monthly Unlimited,30000,19,570000,68.6,No,
CUST0331,Funke Francis,Mar-25,38,Benue,4G Router,Female,4,Very Good,54,165GB Monthly Plan,35000,15,525000,31.5,No,
CUST0332,David Ward,Jan-25,58,Sokoto,5G Broadband Router,Female,5,Excellent,60,60GB Monthly Broadband Plan,14500,11,159500,115.69,Yes,High Call Tarriffs
CUST0332,David Ward,Jan-25,58,Sokoto,Mobile SIM Card,Female,5,Excellent,60,7GB Monthly Plan,3500,5,17500,13.71,Yes,High Call Tarriffs
CUST0332,David Ward,Jan-25,58,Sokoto,Broadband MiFi,Female,5,Excellent,60,300GB FUP Monthly Unlimited,30000,11,330000,168.23,Yes,High Call Tarriffs
CUST0333,Omamuzo Miller,Jan-25,37,Jigawa,Broadband MiFi,Male,3,Good,39,60GB Monthly Broadband Plan,14500,8,116000,17.82,No,
CUST0333,Omamuzo Miller,Jan-25,37,Jigawa,4G Router,Male,3,Good,39,25GB Monthly Plan,9000,10,90000,90.66,No,
CUST0334,Fatima Carter,Jan-25,54,Enugu,Broadband MiFi,Male,2,Fair,24,120GB Monthly Broadband Plan,24000,11,264000,31.24,No,
CUST0334,Fatima Carter,Jan-25,54,Enugu,4G Router,Male,2,Fair,24,165GB Monthly Plan,35000,17,595000,146.62,No,
CUST0335,Maryam Patterson,Feb-25,57,Plateau,Mobile SIM Card,Male,2,Fair,53,16.5GB+10mins Monthly Plan,6500,10,65000,23.61,No,
CUST0335,Maryam Patterson,Feb-25,57,Plateau,5G Broadband Router,Male,2,Fair,53,30GB Monthly Broadband Plan,9000,20,180000,137.57,No,
CUST0336,Chinedu Reynolds,Mar-25,58,Sokoto,4G Router,Male,1,Poor,7,10GB+10mins Monthly Plan,4500,9,40500,38.91,No,
CUST0336,Chinedu Reynolds,Mar-25,58,Sokoto,Mobile SIM Card,Male,1,Poor,7,16.5GB+10mins Monthly Plan,6500,15,97500,64.17,No,
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,Broadband MiFi,Male,1,Poor,18,120GB Monthly Broadband Plan,24000,5,120000,64.04,No,
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,Mobile SIM Card,Male,1,Poor,18,1GB+1.5mins Daily Plan,500,6,3000,115.03,No,
CUST0337,Ifeanyi Cunningham,Jan-25,50,Plateau,4G Router,Male,1,Poor,18,65GB Monthly Plan,16000,11,176000,62.62,No,
CUST0338,David Crosby,Feb-25,72,Oyo,Mobile SIM Card,Male,1,Poor,2,20GB Monthly Plan,7500,20,150000,36.21,Yes,Poor Network
CUST0339,Alabo Davis,Feb-25,61,Abia,4G Router,Female,5,Excellent,53,165GB Monthly Plan,35000,10,350000,19.9,Yes,Better Offers from Competitors
CUST0339,Alabo Davis,Feb-25,61,Abia,Broadband MiFi,Female,5,Excellent,53,60GB Monthly Broadband Plan,14500,8,116000,94.37,Yes,Better Offers from Competitors
CUST0340,Obinna Thomas,Mar-25,49,Gombe,Broadband MiFi,Female,3,Good,12,60GB Monthly Broadband Plan,14500,16,232000,23.02,No,
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,Broadband MiFi,Female,5,Excellent,39,300GB FUP Monthly Unlimited,30000,13,390000,106.78,Yes,Better Offers from Competitors
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,4G Router,Female,5,Excellent,39,165GB Monthly Plan,35000,8,280000,48.1,Yes,Better Offers from Competitors
CUST0341,Zina Valenzuela,Feb-25,37,Cross River,Mobile SIM Card,Female,5,Excellent,39,16.5GB+10mins Monthly Plan,6500,16,104000,32.22,Yes,Better Offers from Competitors
CUST0342,Omamuzo Holmes,Feb-25,24,Bayelsa,4G Router,Male,4,Very Good,53,65GB Monthly Plan,16000,19,304000,148,No,
CUST0342,Omamuzo Holmes,Feb-25,24,Bayelsa,Broadband MiFi,Male,4,Very Good,53,60GB Monthly Broadband Plan,14500,20,290000,23.31,No,
CUST0343,Zina Diaz,Mar-25,57,Anambra,Mobile SIM Card,Female,4,Very Good,12,2.5GB 2-Day Plan,900,5,4500,18.56,Yes,Poor Network
CUST0343,Zina Diaz,Mar-25,57,Anambra,4G Router,Female,4,Very Good,12,65GB Monthly Plan,16000,5,80000,151.54,Yes,Poor Network
CUST0343,Zina Diaz,Mar-25,57,Anambra,5G Broadband Router,Female,4,Very Good,12,1.5TB Yearly Broadband Plan,150000,13,1950000,106.49,Yes,Poor Network
CUST0344,Alabo Baker,Mar-25,41,Ondo,Broadband MiFi,Female,4,Very Good,20,30GB Monthly Broadband Plan,9000,17,153000,122.49,No,
CUST0344,Alabo Baker,Mar-25,41,Ondo,5G Broadband Router,Female,4,Very Good,20,450GB 3-Month Broadband Plan,75000,10,750000,169.6,No,
CUST0345,Sade Mercer,Mar-25,63,Oyo,4G Router,Male,1,Poor,46,165GB Monthly Plan,35000,13,455000,140.59,No,
CUST0346,Ese Harper,Feb-25,64,Kebbi,Mobile SIM Card,Female,2,Fair,28,7GB Monthly Plan,3500,5,17500,168.07,No,
CUST0347,Abubakar Mcknight,Jan-25,32,Borno,Mobile SIM Card,Male,2,Fair,5,3.2GB 2-Day Plan,1000,14,14000,27.88,No,
CUST0347,Abubakar Mcknight,Jan-25,32,Borno,Broadband MiFi,Male,2,Fair,5,60GB Monthly Broadband Plan,14500,20,290000,178.77,No,
CUST0348,Boma Anderson,Feb-25,39,Sokoto,Mobile SIM Card,Female,4,Very Good,36,2.5GB 2-Day Plan,900,8,7200,115.8,No,
CUST0349,Michael Smith,Jan-25,50,Kogi,Broadband MiFi,Female,5,Excellent,3,60GB Monthly Broadband Plan,14500,3,43500,192.37,No,
CUST0349,Michael Smith,Jan-25,50,Kogi,5G Broadband Router,Female,5,Excellent,3,300GB FUP Monthly Unlimited,30000,17,510000,146.17,No,
CUST0350,Zainab Compton,Jan-25,75,Bauchi,Broadband MiFi,Male,2,Fair,34,120GB Monthly Broadband Plan,24000,11,264000,11.03,No,
CUST0350,Zainab Compton,Jan-25,75,Bauchi,5G Broadband Router,Male,2,Fair,34,30GB Monthly Broadband Plan,9000,17,153000,94.04,No,
CUST0350,Zainab Compton,Jan-25,75,Bauchi,4G Router,Male,2,Fair,34,165GB Monthly Plan,35000,11,385000,115.01,No,
CUST0351,Ibim Mills,Jan-25,61,Cross River,5G Broadband Router,Female,5,Excellent,11,300GB FUP Monthly Unlimited,30000,10,300000,114.79,No,
CUST0351,Ibim Mills,Jan-25,61,Cross River,Broadband MiFi,Female,5,Excellent,11,120GB Monthly Broadband Plan,24000,16,384000,5.95,No,
CUST0351,Ibim Mills,Jan-25,61,Cross River,4G Router,Female,5,Excellent,11,65GB Monthly Plan,16000,3,48000,25.8,No,
CUST0352,Zainab Rivera,Mar-25,48,Borno,4G Router,Female,1,Poor,18,165GB Monthly Plan,35000,6,210000,74.27,No,
CUST0352,Zainab Rivera,Mar-25,48,Borno,5G Broadband Router,Female,1,Poor,18,120GB Monthly Broadband Plan,24000,8,192000,156.61,No,
CUST0352,Zainab Rivera,Mar-25,48,Borno,Broadband MiFi,Female,1,Poor,18,60GB Monthly Broadband Plan,14500,17,246500,36.57,No,
CUST0353,Bola Patterson,Feb-25,59,Katsina,Mobile SIM Card,Male,4,Very Good,39,12.5GB Monthly Plan,5500,6,33000,145.34,No,
CUST0353,Bola Patterson,Feb-25,59,Katsina,Broadband MiFi,Male,4,Very Good,39,150GB FUP Monthly Unlimited,20000,12,240000,115.76,No,
CUST0354,Sade Brown,Feb-25,49,Delta,4G Router,Male,4,Very Good,11,165GB Monthly Plan,35000,5,175000,95.18,No,
CUST0354,Sade Brown,Feb-25,49,Delta,Mobile SIM Card,Male,4,Very Good,11,16.5GB+10mins Monthly Plan,6500,1,6500,174.12,No,
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,5G Broadband Router,Female,1,Poor,34,200GB Monthly Broadband Plan,25000,4,100000,54.43,No,
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,4G Router,Female,1,Poor,34,25GB Monthly Plan,9000,13,117000,131.04,No,
CUST0355,Abubakar Martin,Jan-25,73,Jigawa,Mobile SIM Card,Female,1,Poor,34,12.5GB Monthly Plan,5500,8,44000,154.74,No,
